ID,Quotation Name,Document,Quotation Content,Comment,Codes,Reference,Density,Modified by
15:109,There is the argument that a 7 bits version number might not be enough…,CASSANDRA-2478,"There is the argument that a 7 bits version number might not be enough. On that, my  personal belief is that we don’t have a choice: we have to make it enough if we want the  protocol to be used. You can have a network protocol that change every two weeks. If it  changes all the time, it’s *not* a ""protocol"". And it happens that I think it’s very possible  to achieve a stable protocol, because imho there is not infnitely many things that the pro-  tocol can do (which again doesn’t mean there isn’t tons of stuf the current implementation  doesn’t handle correctl, but that’s ok, it’s *not* the fnal version and the goal *is* to add  those missing stuf for the fnal version). This especially true imho because we have CQL.
New queries capabalities will not imply a change in the protocol for instance. Typically, I  don’t know that libpq changes all the time or lacks hundreds of features.
",,"Architectural solution benefits and drawbacks
Assumptions",14:1 - 14:896,2,arjan
15:110,I’m warming up to the idea of allowing async query handling too actual…,CASSANDRA-2478,"I’m warming up to the idea of allowing async query handling too actually, especially be-  cause I think we can make it option for the client. But I’ll open a separate ticket.
",,"Architectural design configuration
Architectural solution benefits and drawbacks
Assumptions",14:918 - 14:1093,3,arjan
15:111,"As said above, I’m all for having SASL and I certainly intend to have…",CASSANDRA-2478,"As said above, I’m all for having SASL and I certainly intend to have that for version  1, I just prefer handling that in it’s own ticket. Again, the committed version is not version  1.
",,Architectural solution benefits and drawbacks,14:1123 - 14:1310,1,arjan
15:112,"Now, separating the versioning into a simple frame version and another…",CASSANDRA-2478,"Now, separating the versioning into a simple frame version and another per-connection mes-  sage version is a possibily, but I’m afraid of the following downsides:  * It complicates things. You know have to care about case like the server handle the frame  version but not the messaging one or the contrary. You also need to document the versions  separatly, so you need a versionned document for the frame protocol and one for the mes-  sage protocol. Again, feels like a single version where diferent version == incompatible is  simpler.
* I really do believe that having the protocol stable (as in, one version per C* major version  as a worst case) is not an option. Adding a more complex versioning doesn’t convey that  intention and will make it easier for us to make excuses to break the protocol often. I don’t  want that.
* I’m not sure the 3-part semantic versioning makes complete sense for a protocol. A least  the last part (the ’patch’ version) does not make sense because this info will be carried by  the C* version (you don’t ""patch"" a protocol, you patch an implementation of that protocol).
For the minor version, it’s more debatable I suppose, but I would make the argument that  it doesn’t make sense either. Again because a protocol is diferent from it’s implementation.
Any change to a protocol will break either the server or the client so there isn’t really minor  changes. Again, on simple major version seems much simpler.
",,Architectural solution benefits and drawbacks,14:1311 - 14:2765,1,arjan
15:113,My argument below is that this signal exists since we do have a versio…,CASSANDRA-2478,My argument below is that this signal exists since we do have a version,,Architectural solution benefits and drawbacks,14:2812 - 14:2882,1,arjan
15:114,We have a safety net since we have a version. With the ’only major ver…,CASSANDRA-2478,"We have a safety net since we have a version. With the ’only major version’ versioning  I’m advocating, in the remote change we’ve fail at keeping things stable, one version pur-  pose can be to introduce fner grained versioning. Introducing fner grained versioning right  away is not a safety net, it’s saying that you expect to fail.
",,Architectural solution benefits and drawbacks,14:2966 - 14:3302,1,arjan
15:165,thepaul,CASSANDRA-2478,thepaul,,Comment,14:3307 - 14:3313,1,arjan
15:115,"Ok, a guarantee like this, plus the reporting of supported protocol ve…",CASSANDRA-2478,"Ok, a guarantee like this, plus the reporting of supported protocol versions in OPTIONS,  alleviates most of my concern.
",,Architectural solution benefits and drawbacks,15:52 - 15:173,1,arjan
15:116,"It’s interesting that you bring that up, because libpq uses 32 bits fo…",CASSANDRA-2478,"It’s interesting that you bring that up, because libpq uses 32 bits for its versioning. 16  bits for a major version, and 16 for a minor. And no, it doesn’t change much. :)",,Architectural solution benefits and drawbacks,15:348 - 15:519,1,arjan
15:117,"I see your point, though, that limiting the space to 7 bits should be…",CASSANDRA-2478,"I see your point, though, that limiting the space to 7 bits should be a strong discouragement  against making changes, which ought to result in a more stable protocol. I don’t quite share  the optimism of how well it will serve us, but I do at least understand, and I guess having the  option of ""version==127 -> use additional bytes for version"" in the future is good enough.
",,Architectural solution benefits and drawbacks,15:522 - 15:899,1,arjan
15:166,slebresne,CASSANDRA-2478,slebresne,,Comment,15:904 - 15:912,1,arjan
15:118,’ve changed my mind to: CASSANDRA-4473 :D,CASSANDRA-2478,’ve changed my mind to: CASSANDRA-4473 :D,,Architectural solution benefits and drawbacks,15:1017 - 15:1057,1,arjan
15:119,Has a default port been decided for the binary protocol yet? I would l…,CASSANDRA-2478," Has a default port been decided for the binary protocol yet? I would love to get  a jump on implementing this for my .NET library, FluentCassandra.
",,,15:1073 - 15:1222,1,arjan
15:167,slebresne,CASSANDRA-2478,slebresne,,Comment,15:1227 - 15:1235,1,arjan
15:120,The currently committed implementation uses port 8000 for the binary p…,CASSANDRA-2478," The currently committed implementation uses port 8000 for the binary protocol.
Honestly that was kind of a random choice and I don’t care about changing that to any other  random choice. Not sure why that choice would stop anyone from starting implementing the  binary protocol in any client library though.
",,"Architectural component behavior and structure
Architectural solution benefits and drawbacks",15:1237 - 15:1547,2,arjan
15:168,nberardi,CASSANDRA-2478,nberardi,,Comment,15:1552 - 15:1559,1,arjan
15:122,"I didn’t see a reference to any port, so 8000 is good enough for me.",CASSANDRA-2478," I didn’t see a reference to any port, so 8000 is good enough for me.",,Architectural solution benefits and drawbacks,15:1561 - 15:1629,1,arjan
15:121,"It wasn’t  actually stopping me from doing anything, I just didn’t kno…",CASSANDRA-2478,"It wasn’t  actually stopping me from doing anything, I just didn’t know what endpoint to connect my  build up to.
",,,15:1631 - 15:1745,1,arjan
15:169,nberardi,CASSANDRA-2478,nberardi,,Comment,15:1750 - 15:1757,1,arjan
15:123,Apparently a lot of other software also choose 8000 at random too. htt…,CASSANDRA-2478,"Apparently a lot of other software also choose 8000 at random too. http://www.speedguide.net/port.php?
Everything from internet radio to trojans to VoIP also use it. It might be wise to choose  one that is less random, so that communication over the internet isn’t hampered by other  rogue programs getting blocked for using the same port.",,Architectural solution benefits and drawbacks,15:1760 - 15:2099,1,arjan
15:124,Port 8160 seems pretty clean:  http://www.speedguide.net/port.php?port…,CASSANDRA-2478,Port 8160 seems pretty clean:  http://www.speedguide.net/port.php?port=8160,,"Architectural component behavior and structure
Architectural solution benefits and drawbacks",15:2102 - 15:2176,2,arjan
15:125,"I don’t care either way, 8000 just seems crowded to me.",CASSANDRA-2478,"I don’t care either way, 8000 just seems crowded to me.
",,Architectural solution benefits and drawbacks,15:2179 - 15:2235,1,arjan
16:1,I have replaced all my super column families with regular column famil…,CASSANDRA-2710,"I have replaced all my super column families with regular column families using composite columns.
I have easily been able to support all previous functionality (I don’t need range delete) except  for one thing: getting multiple super columns with a single access. For this, I would need to get  multiple ranges. (I can get multiple columns, or a single range, but not multiple ranges.)  For example, I used to have  [<superColumnName1>,<subColumnName1..N>],[<superColumnName2>,<subColumnName1..N>]  and I could get superColumnName1, superColumnName2  Now I have  [<len><superColumnName1>0<len><subColumnName1>..<len><superColumnName1>0<len><subColumnNameN  and I need to get superColumnName1..superColumnName1+, superColumnName2..superColumnName2+  to get the same functionality  I would like the clients to support this functionality, e.g. Hector to have .setRages parallel to  .setColumnNames  and for CQL to support a syntax like  SELECT [FIRST N] [REVERSED] name1..nameN1, name2..nameN2... FROM ...
",,User requirement,3:97 - 3:1102,1,arjan
16:2,part of CASSANDRA-3237,CASSANDRA-2710,part of CASSANDRA-3237,,,4:60 - 4:81,1,arjan
16:16,vijay2win@yahoo.com,CASSANDRA-2710,vijay2win@yahoo.com,,Comment,4:87 - 4:105,1,arjan
16:3,This patch will expose the multiget via thrift layer (Working on  CQL3…,CASSANDRA-2710," This patch will expose the multiget via thrift layer (Working on  CQL3).
",,Architectural design configuration,4:107 - 4:181,1,arjan
16:17,vijay2win@yahoo.com,CASSANDRA-2710,vijay2win@yahoo.com,,Comment,4:185 - 4:203,1,arjan
16:4,"CQL part. cqlsh:Keyspace1> select 0 .. 2,3 from Standard1 where key =…",CASSANDRA-2710,"CQL part.
cqlsh:Keyspace1> select 0 .. 2,3 from Standard1 where key = 100;  Bad Request: line 1:16 mismatched input ’from’ expecting RANGEOP  cqlsh:Keyspace1> select 0 .. 2,3 .. 0 from Standard1 where key = 100;  Bad Request: Slice fnish must come after start in traversal order  cqlsh:Keyspace1> select 0 .. 2,3 .. ” from Standard1 where key = 100;  0 | 1 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 2 | 3 | 30 | 31 | 32 | 33 | 34 | 35 | 36 | 37 |  38 | 39 | 4 | 40 | 41 | 42 | 43 | 44 | 45 | 46 | 47 | 48 | 49 | 5 | 50 ...
",,Run-time quality issues,4:206 - 4:740,1,arjan
16:18,jbellis,CASSANDRA-2710,jbellis,,Comment,4:744 - 4:750,1,arjan
16:5,. We can express this in CQL3 but allowing the parser to recognize the…,CASSANDRA-2710,".
We can express this in CQL3 but allowing the parser to recognize the construction of such  a query seems fragile to me: {{SELECT * FROM Standard1 WHERE key = 100 AND  ((column1 >= 0 AND column1 <= 2) OR (column1 >= 3))}}  Leaning towards the position that we don’t want to actually expose this directly, we just want  to support it internally (so we can use it to provide compatibility w/ the old supercolumn  APIs).
",,"Architectural design configuration
Architectural solution benefits and drawbacks
Assumptions",4:810 - 4:1230,3,arjan
16:19,vijay2win@yahoo.com,CASSANDRA-2710,vijay2win@yahoo.com,,Comment,4:1234 - 4:1252,1,arjan
16:6,"Hi Jonathan, It has a lot of potential (Provides fexibility) while  mo…",CASSANDRA-2710,"Hi Jonathan, It has a lot of potential (Provides fexibility) while  modeling wide rows with composite columns.",,Architectural solution benefits and drawbacks,4:1255 - 4:1364,1,arjan
16:7,Should we at-least support it via thrift?,CASSANDRA-2710,"Should we at-least support it via thrift?
",,,4:1366 - 4:1408,1,arjan
16:20,jbellis,CASSANDRA-2710,jbellis,,Comment,4:1412 - 4:1418,1,arjan
16:8,"What is the use case? TBH this seems like a misfeature to me, that we…",CASSANDRA-2710,"What is the use case? TBH this seems like a misfeature to me, that we only support  for backwards compatibility.",,Architectural solution benefits and drawbacks,4:1421 - 4:1532,1,arjan
16:21,vijay2win@yahoo.com,CASSANDRA-2710,vijay2win@yahoo.com,,Comment,4:1538 - 4:1556,1,arjan
16:9,"Hi Jonathan, Consider a Use case where we have a hierarchical  data, t…",CASSANDRA-2710,"Hi Jonathan, Consider a Use case where we have a hierarchical  data, type:latest:1:2, type:v1:1:2, type:v2:1,2 etc the user might want to query all the data  most of the time, sometimes only the latest and sometimes a specifc versions of a given  type.
1) if we model the type to be part of the Row Key then the problem is for 80% or so use case  i will be doing a multi-get (we dont advice OPP so sometimes you might need a index).2) if  i have all of them in one row then i will be doing multiple calls to get the data out.
I am not arguing the need for it, there are other ways you can get it done (by adding the  type and v1 in the super column name or something like that)... but it will be little more  fexible. I am fne closing the ticket too :) Let me know Thanks!
",,Architectural solution benefits and drawbacks,4:1559 - 4:2334,1,arjan
16:22,jbellis,CASSANDRA-2710,jbellis,,Comment,4:2338 - 4:2344,1,arjan
16:10,What’s the objection here? multiget-within-a-single-row still has all…,CASSANDRA-2710,"What’s the objection here? multiget-within-a-single-row still has all the problems of multiget-  across-rows, with the added problem that it doesn’t parallelize across machines.
",,Architectural solution benefits and drawbacks,4:2471 - 4:2649,1,arjan
16:23,vijay2win@yahoo.com,CASSANDRA-2710,vijay2win@yahoo.com,,Comment,4:2653 - 4:2671,1,arjan
16:11,Well multiget-within-a-single-row is suppose to be one sequential IO (…,CASSANDRA-2710,"Well multiget-within-a-single-row is suppose to be one sequential IO (hence more through-  put at-least for the best case), and the co-ordinator doesn’t need to wait for the slowest  responding node (more transient memory in the co-ordinator) etc.
",,"Architectural design configuration
Architectural solution benefits and drawbacks
Architectural tactics",5:1 - 5:249,3,arjan
16:24,jbellis,CASSANDRA-2710,jbellis,,Comment,5:254 - 5:260,1,arjan
16:12,"only if the row is small enough, in which case, is there that much ben…",CASSANDRA-2710,"only if the row is small enough, in which case, is there that much beneft over just grabbing  the whole row?
",,"Architectural solution benefits and drawbacks
Assumptions",5:332 - 5:441,2,arjan
16:25,vijay2win@yahoo.com,CASSANDRA-2710,vijay2win@yahoo.com,,Comment,5:446 - 5:464,1,arjan
16:13,Sure but then we have to stream all the columns into the client which…,CASSANDRA-2710,"Sure but then we have to stream all the columns into the client which can be wasteful too...
I am fne either ways, nice to have.",,Architectural solution benefits and drawbacks,5:531 - 5:659,1,arjan
16:26,jbellis,CASSANDRA-2710,jbellis,,Comment,5:666 - 5:672,1,arjan
16:14,I’d rather not expose additional functionality to Thrift when we’re tr…,CASSANDRA-2710," I’d rather not expose additional functionality to Thrift when we’re trying to start  people moving to CQL3. Let’s leave this out.
",,Architectural solution benefits and drawbacks,5:674 - 5:805,1,arjan
16:27,vijay2win@yahoo.com,CASSANDRA-2710,vijay2win@yahoo.com,,Comment,5:810 - 5:828,1,arjan
16:15,"Closing this as wont fx, Plz see above comments for more details.",CASSANDRA-2710,"Closing this as wont fx, Plz see above comments for more details.
",,Architectural solution benefits and drawbacks,5:831 - 5:897,1,arjan
17:1,Global caches (key/row),CASSANDRA-3143,Global caches (key/row),,Architectural design configuration,3:52 - 3:74,1,arjan
17:2,"Caches are difcult to confgure well as ColumnFamilies are added, simil…",CASSANDRA-3143,"Caches are difcult to confgure well as ColumnFamilies are added, similar to how memtables were  difcult pre-CASSANDRA-2006.
",,Run-time quality issues,3:94 - 3:218,1,arjan
17:182,xedin,CASSANDRA-3143,xedin,,Comment,3:370 - 3:374,1,arjan
17:3,I think following steps are going to be appropriate to archive the goa…,CASSANDRA-3143," I think following steps are going to be appropriate to archive the goal:  - row_cache_provider should be moved to global confg  - {key/row}_cache_save_period parameters should be moved to global confg  - {keys/rows}_cached should be moved to the global confg  - new o.a.c.service.CacheService instance to hold key and row caches as static members ini-  tialized at startup  that service will be also responsible for cache save to disk operations.
- new CacheSegment class should be issued from global cache for each of the ColumnFam-  ilyStores registered in the system to be responsible for put/get operations, fush/read from  disk.
- cache sizes should be converted to memory units to support precise weighting of the cache  using Weigher backed by Jamm",,Architectural design configuration,3:376 - 3:1133,1,arjan
17:183,jbellis,CASSANDRA-3143,jbellis,,Comment,4:4 - 4:10,1,arjan
17:5,All of this is straightforward with the exception of CacheSegment,CASSANDRA-3143,All of this is straightforward with the exception of CacheSegment,,Architectural solution benefits and drawbacks,4:13 - 4:77,1,arjan
17:4,can you elaborate  on that part?,CASSANDRA-3143,"can you elaborate  on that part?
",,,4:80 - 4:113,1,arjan
17:184,xedin,CASSANDRA-3143,xedin,,Comment,4:117 - 4:121,1,arjan
17:6,"So yes, CacheSegment is a segment of the cache which is allocated per…",CASSANDRA-3143,"So yes, CacheSegment is a segment of the cache which is allocated per ColumnFam-  ilyStore. It is going to be used to put/get to global cache and to hold CFS specifc properties  of the cache such as current cache capacity and size (modifcation of those properties will be  refected on the global cache level so we don’t need to worry about eviction policies). Also  segment will be responsible to save/read cache to/from disk.
",,Architectural design configuration,4:124 - 4:551,1,arjan
17:7,so we don’t need to worry about eviction policies,CASSANDRA-3143,so we don’t need to worry about eviction policies,,Architectural solution benefits and drawbacks,4:432 - 4:480,1,arjan
17:8,I don’t understand why we would have CFS-specifc cache properties in a…,CASSANDRA-3143,"I don’t understand why we would have CFS-specifc cache properties in a global  cache.
",,,4:564 - 4:650,1,arjan
17:185,xedin,CASSANDRA-3143,xedin,,Comment,4:654 - 4:658,1,arjan
17:9,The point is that we won’t have any CFS-specifc cache properties Cache…,CASSANDRA-3143,"The point is that we won’t have any CFS-specifc cache properties CacheSegment is  going to hold everything - that will be useful in pair with JMX to modifcate capacity and  get cache statistics per CFS.
",,Architectural component behavior and structure,4:661 - 4:864,1,arjan
17:10,that will be useful in pair with JMX to modifcate capacity and  get ca…,CASSANDRA-3143,that will be useful in pair with JMX to modifcate capacity and  get cache statistics per CFS.,,Architectural solution benefits and drawbacks,4:770 - 4:862,1,arjan
17:11,But if it’s One Big Cache how does modifying capacity per CF make sens…,CASSANDRA-3143," But if it’s One Big Cache how does modifying capacity per CF make sense?
",,,4:876 - 4:950,1,arjan
17:186,xedin,CASSANDRA-3143,xedin,,Comment,4:954 - 4:958,1,arjan
17:12,If you will modify capacity for segment it is going to store the value…,CASSANDRA-3143," If you will modify capacity for segment it is going to store the value and signal global  cache to change it’s capacity appropriately. Useful when you want to play with row cache  sizes for individual CFs.
",,Architectural design configuration,4:960 - 4:1167,1,arjan
17:13,Useful when you want to play with row cache  sizes for individual CFs.,CASSANDRA-3143,Useful when you want to play with row cache  sizes for individual CFs.,,Architectural solution benefits and drawbacks,4:1096 - 4:1165,1,arjan
17:187,jbellis,CASSANDRA-3143,jbellis,,Comment,4:1171 - 4:1177,1,arjan
17:14,But the point of making it a global cache is that per-CF cache sizes g…,CASSANDRA-3143,"But the point of making it a global cache is that per-CF cache sizes go away. Instead  you rely on global LRU + weight to do the right thing (presumably, a better job than trying  to manually size, anyway).
",,Architectural solution benefits and drawbacks,4:1180 - 4:1387,1,arjan
17:188,xedin,CASSANDRA-3143,xedin,,Comment,4:1391 - 4:1395,1,arjan
17:15,"updated my frst comment, so CacheSegment will be designed to support g…",CASSANDRA-3143,"updated my frst comment, so CacheSegment will be designed to support get/put  operations and fush/read from disk.
",,Architectural component behavior and structure,4:1398 - 4:1512,1,arjan
17:189,xedin,CASSANDRA-3143,xedin,,Comment,4:1517 - 4:1521,1,arjan
17:16,Also: we should size the global cache in bytes.,CASSANDRA-3143,Also: we should size the global cache in bytes.,,Architectural design configuration,4:1548 - 4:1594,1,arjan
17:17,"Do it ""manually"" by estimating bytes from Key length plus CLHM overhea…",CASSANDRA-3143,"Do it ""manually"" by estimating bytes from Key length plus CLHM overhead",,"Architectural design configuration
Architectural solution benefits and drawbacks",4:1632 - 4:1702,2,arjan
17:18,Use JAMM as we do for memtables,CASSANDRA-3143,Use JAMM as we do for memtables,,Architectural design configuration,4:1705 - 4:1735,1,arjan
17:19,"Since the key cache is simpler than a memtable, the frst approach migh…",CASSANDRA-3143,"Since the key cache is simpler than a memtable, the frst approach might be workable here.
But we know JAMM works reasonably well, so that’s fne too.
",,Trade-offs,4:1738 - 4:1888,1,arjan
17:20,Hmm. I guess we could have the cache provider include a sizeInMemory m…,CASSANDRA-3143,"Hmm. I guess we could have the cache provider include a sizeInMemory method?
",,"Architectural component behavior and structure
Assumptions",4:1889 - 4:1966,2,arjan
17:21,For serialized of-heap cache we can just use the FreeableMemory size()…,CASSANDRA-3143,"For serialized of-heap cache we can just use the FreeableMemory size(). For on-heap cache  we can use the serializedSize * liveRatio from the CF’s memtable.
",,Architectural component behavior and structure,4:1967 - 4:2124,1,arjan
17:22,rebased with latest trunk (last commit b9944399520c839f75725ec0f43e23f…,CASSANDRA-3143,rebased with latest trunk (last commit b9944399520c839f75725ec0f43e23fae5487f4),,,4:2136 - 4:2214,1,arjan
17:23,Please run ‘ant gen-thrift-java‘ and ‘ant avro-generate‘ right after y…,CASSANDRA-3143,"Please run ‘ant gen-thrift-java‘ and ‘ant avro-generate‘ right after you apply the set  of patches.
",,,4:2228 - 4:2328,1,arjan
17:24,rebased with latest trunk,CASSANDRA-3143,rebased with latest trunk,,,4:2340 - 4:2364,1,arjan
17:190,slebresne,CASSANDRA-3143,slebresne,,Comment,4:2371 - 4:2379,1,arjan
17:25,I did a few pass over the patch. I haven’t applied the patches yet (th…,CASSANDRA-3143,"I did a few pass over the patch. I haven’t applied the patches yet (they need  rebase anyway) and a few stufs from the frst patches is fxed in the later ones, which I  realize only when reading those later patches, so even if I’ve tried to update my comments,  there may be a few outdated ones, sorry about that.
",,,4:2382 - 4:2695,1,arjan
17:26,"* At least for the row cache, I fear this may sometimes be less efcien…",CASSANDRA-3143,"* At least for the row cache, I fear this may sometimes be less efcient than what we have  now, because some cf with less than good hit rate may evict rows of cf with very good hit  3
rate, which wouldn’t happen in the current implementation with reasonably tuned cache  sizes. Aren’t we screwing people that are doing fne tuning in the name of simplicity?
",,"Architectural solution benefits and drawbacks
Assumptions",4:2739 - 5:174,2,arjan
17:27,"Preceding point apart, we would at least need a way to deactivate row…",CASSANDRA-3143,"Preceding point apart, we would at least need a way to deactivate row caching on a per-cf  basis. We may also want that for key cache, though this seems less critical. ",,User requirement,5:177 - 5:344,1,arjan
17:28,My initial idea  would be to either have a boolean fag if we only want…,CASSANDRA-3143,"My initial idea  would be to either have a boolean fag if we only want to allow disabling row cache, or some  multi-value caches option that could be ""none"", ""key_only"", ""row_only"" or ""all"".
",,Architectural component behavior and structure,5:345 - 5:536,1,arjan
17:29,We probably need to have a story as far as upgrading to this patch is…,CASSANDRA-3143,"We probably need to have a story as far as upgrading to this patch is concerned (cleaning  old saved caches, migrating to the new global options, ...). It’s probably fne just leaving  instructions in the NEWS fle as a start, but I’d rather do it with the patch to avoid forget-  ting.
",,,5:539 - 5:823,1,arjan
17:30,I think it’d be better to size the key cache by it’s size in bytes rat…,CASSANDRA-3143,"I think it’d be better to size the key cache by it’s size in bytes rather than by number of  entries, like for the row cache, since ’size alloted to the cache’ is really the only measure that  make sense for a user.
",,"Architectural component behavior and structure
Architectural solution benefits and drawbacks",5:827 - 5:1043,2,arjan
17:31,"For the Row cache key, we should really use the cfId instead of table…",CASSANDRA-3143," For the Row cache key, we should really use the cfId instead of table and cfname.
",,Architectural component behavior and structure,5:1101 - 5:1184,1,arjan
17:32,I think it would be worth factoring what can be of readSaved. In parti…,CASSANDRA-3143,"I think it would be worth factoring what can be of readSaved. In particular, we could  create a KeyCacheKey (like RowCacheKey and that would really just be the usual pair of  (Descriptor, DecoratedKey), have it share an interface with RowCacheKey (serialize and  deserialize basically) and use that.
",,"Architectural design configuration
Assumptions",5:1187 - 5:1487,2,arjan
17:33,Putting the clone of the key into the constructor of RowCacheKey is in…,CASSANDRA-3143,"Putting the clone of the key into the constructor of RowCacheKey is inefcient, we don’t  care about cloning when we invalidate or query the cache (nor when we deserialize Row-  CacheKeys).
",,Run-time quality issues,5:1490 - 5:1679,1,arjan
17:34,"nit: not fond of declaration like public abstract Set<?> readSaved(),…",CASSANDRA-3143,"nit: not fond of declaration like public abstract Set<?> readSaved(), making it harder to  know what the method returns just to save a few characters.
",,Architectural solution benefits and drawbacks,5:1682 - 5:1833,1,arjan
17:35,In DatabaseDescriptor:  if (CacheService.instance == null)  logger.err…,CASSANDRA-3143,"In DatabaseDescriptor:  if (CacheService.instance == null)  logger.error(""Could not initialize Cache Service."");  I believe the CacheService.instance will load the CacheService that will trigger an exception  if there is a problem, not set the instance to null. So in particular, this message will never  be written. That code is moved by the 4th patch but the problem remains I think (note  that we do want to make sure CacheService get loaded quickly to throw an exception if we  have an  initialization problem, it’s just not the right way I believe).
",,Run-time quality issues,5:1846 - 5:2401,1,arjan
17:36,I’m not super fond of that key cache preloading. If the key cache save…,CASSANDRA-3143,"I’m not super fond of that key cache preloading. If the key cache save is outdated, we’ll  have a bunch of uselessly preloaded stuf (not a huge deal but...).",,Run-time quality issues,5:2404 - 5:2560,1,arjan
17:37,Maybe we could keep  doing as before and just save the set of keys for…,CASSANDRA-3143,"Maybe we could keep  doing as before and just save the set of keys for each column family instead. That would  needs bufering of the keys during the cache save though, but not sure it’s such a huge deal  and it would reduce the size of the saved cache quite a bit.
",,Architectural design configuration,5:2562 - 5:2827,1,arjan
17:38,"That would  needs bufering of the keys during the cache save though, b…",CASSANDRA-3143,"That would  needs bufering of the keys during the cache save though, but not sure it’s such a huge deal  and it would reduce the size of the saved cache quite a bit.",,Architectural solution benefits and drawbacks,5:2661 - 5:2825,1,arjan
17:39,"In CacheService, setRowCacheSavePeriodInSecond directly schedule the s…",CASSANDRA-3143," In CacheService, setRowCacheSavePeriodInSecond directly schedule the saving to the new  value, but the get method grabs the value from DatabaseDescriptor, so it will always return  the initially set value, which is not what we want. ",,Run-time quality issues,5:2829 - 5:3062,1,arjan
17:40,I think we should keep the Integer that  were previously in CFS (but I…,CASSANDRA-3143,"I think we should keep the Integer that  were previously in CFS (but I’m fne moving them to CacheService).
",,"Architectural component behavior and structure
Assumptions",5:3063 - 5:3170,2,arjan
17:41,Why does the getRowCacheKeysToSave() option disappeared?,CASSANDRA-3143,"Why does the getRowCacheKeysToSave() option disappeared?
",,,5:3173 - 5:3230,1,arjan
17:42,The patch does the following change:  4- int newCapacity = (int) (Data…,CASSANDRA-3143,"The patch does the following change:  4
- int newCapacity = (int) (DatabaseDescriptor.getReduceCacheCapacityTo(  * size());  + int newCapacity = (int) (DatabaseDescriptor.getReduceCacheCapacityTo(  * getCapacity());  but that’s not the semantic of the operation. The initial was the right one.
",,Run-time quality issues,5:3243 - 6:255,1,arjan
17:43,I really think that making DecoratedKey equals method deal with RowCac…,CASSANDRA-3143,"I really think that making DecoratedKey equals method deal with RowCacheKey is asking  for trouble. Not sure why it would be useful either?
",,Run-time quality issues,6:258 - 6:398,1,arjan
17:191,xedin,CASSANDRA-3143,xedin,,Comment,6:403 - 6:407,1,arjan
17:44,This is going to be moved to the separate task.,CASSANDRA-3143,"This is going to be moved to the separate task.
",,Architectural design configuration,6:775 - 6:823,1,arjan
17:45,Secondary index cfs do not register with Schema.load so they don’t hav…,CASSANDRA-3143,"Secondary index cfs do not register with Schema.load so they don’t have a cfId.
",,Architectural solution benefits and drawbacks,6:911 - 6:991,1,arjan
17:46,Done,CASSANDRA-3143,Done,,Architectural solution benefits and drawbacks,6:1297 - 6:1300,1,arjan
17:47,Fixed,CASSANDRA-3143,Fixed,,Architectural solution benefits and drawbacks,6:1496 - 6:1500,1,arjan
17:48,Changed to Set<? extends CacheKey> as both key and row cache key now s…,CASSANDRA-3143,"Changed to Set<? extends CacheKey> as both key and row cache key now share the  same interface - CacheKey.
",,Architectural component behavior and structure,6:1660 - 6:1767,1,arjan
17:49,as both key and row cache key now share the  same interface - CacheKey,CASSANDRA-3143,as both key and row cache key now share the  same interface - CacheKey,,Architectural solution benefits and drawbacks,6:1695 - 6:1764,1,arjan
17:50,This is the same as done in the StorageService constructor to make sur…,CASSANDRA-3143,"This is the same as done in the StorageService constructor to make sure that StreamingSer-  vice.instance is available when needed, because static felds are initialized on the frst demand.
",,Architectural solution benefits and drawbacks,6:2213 - 6:2402,1,arjan
17:51,The idea was to rely on cache LRU policy and save an actual global sta…,CASSANDRA-3143,"The idea was to rely on cache LRU policy and save an actual global state of the cache  to minimize cache’s specifc confguration per cf...
",,Architectural solution benefits and drawbacks,7:63 - 7:201,1,arjan
17:52,Fixed,CASSANDRA-3143,Fixed,,Architectural solution benefits and drawbacks,7:547 - 7:551,1,arjan
17:53,"Because we don’t control that anymore, rely on cache LRU policy instea…",CASSANDRA-3143,"Because we don’t control that anymore, rely on cache LRU policy instead.
",,Existing system architecture description,7:617 - 7:690,1,arjan
17:54,"This was unclear at frst but fxed to use ""weightedSize()"" instead of ""…",CASSANDRA-3143,"This was unclear at frst but fxed to use ""weightedSize()"" instead of ""getCapacity()"" now.
",,Existing system architecture description,7:835 - 7:925,1,arjan
17:55,Fixed,CASSANDRA-3143,Fixed,,Architectural solution benefits and drawbacks,7:1071 - 7:1075,1,arjan
17:56,Rebased with the latest trunk (last commit f76e9aeaed3e73bcfaf6bccd62f…,CASSANDRA-3143,Rebased with the latest trunk (last commit f76e9aeaed3e73bcfaf6bccd62f9f02f31b09960),,,7:1079 - 7:1162,1,arjan
17:192,xedin,CASSANDRA-3143,xedin,,Comment,7:1169 - 7:1173,1,arjan
17:57,Information was added to NEWS.txt,CASSANDRA-3143,Information was added to NEWS.txt,,,7:1494 - 7:1526,1,arjan
17:58,cassandra.yaml option changed to key_cache_size_in_mb,CASSANDRA-3143,cassandra.yaml option changed to key_cache_size_in_mb,,"Architectural solution benefits and drawbacks
Existing system architecture description",7:1748 - 7:1800,2,arjan
17:193,jbellis,CASSANDRA-3143,jbellis,,Comment,7:1807 - 7:1813,1,arjan
