ID,Quotation Name,Document,Quotation Content,Comment,Codes,Reference,Density,Modified by
53:4,clean up SocketFactory,CASSANDRA-15195,clean up SocketFactory,,Technical debt,3:129 - 3:150,1,arjan
53:2,Netty 4.1.37 was just released,CASSANDRA-15195,Netty 4.1.37 was just released,,Technology solution,3:170 - 3:199,1,arjan
53:3,"and among other things, it includes the changes we asked for to  allow…",CASSANDRA-15195," and among other things, it includes the changes we asked for to  allow overriding the queues used for event loops cleanly. Previously we had to resort to refection  to override the undesired behaviour, but now can do it all cleanly.
",,Architectural solution benefits and drawbacks,3:201 - 3:435,1,arjan
53:5,"Additionally, start bundling netty-tcnative-boringssl-static",CASSANDRA-15195,"Additionally, start bundling netty-tcnative-boringssl-static",,Technology solution,3:436 - 3:495,1,arjan
53:6,so that end-users donâĂŹt need to  do anything extra to take advantage…,CASSANDRA-15195,"so that end-users donâĂŹt need to  do anything extra to take advantage of faster boringssl-based encryption.
",,Architectural solution benefits and drawbacks,3:498 - 3:607,1,arjan
53:7,And on top of it just generally clean up some stuf in {{SocketFactory}…,CASSANDRA-15195,"And on top of it just generally clean up some stuf in {{SocketFactory}}.
",,Technical debt,3:608 - 3:681,1,arjan
53:10,benedict,CASSANDRA-15195,benedict,,Comment,3:1213 - 3:1220,1,arjan
53:8,+1,CASSANDRA-15195,+1,,Architectural solution benefits and drawbacks,3:1223 - 3:1224,1,arjan
53:9,"Unclear to me if boringssl qualifes,",CASSANDRA-15195,"Unclear to me if boringssl qualifes,",,"Architectural solution benefits and drawbacks
Assumptions
Technology solution",4:70 - 4:105,3,arjan
54:2,Add compaction allocation measurement test,CASSANDRA-15388,Add compaction allocation measurement test,,Technology solution,3:53 - 3:94,1,arjan
54:1,to support compaction gc optimization.,CASSANDRA-15388,"to support compaction gc optimization.
",,Architectural tactics,3:96 - 3:135,1,arjan
54:3,This adds a test that is able to quickly and accurately measure the ef…,CASSANDRA-15388,"This adds a test that is able to quickly and accurately measure the efect of potential gc optimiza-  tions against a wide range of (synthetic) compaction workloads. This test accurately measures  allocation rates from 16 workloads in less that 2 minutes.
",,Technology solution,3:153 - 3:408,1,arjan
54:4,This test uses googleâĂŹs {{java-allocation-instrumenter}} agent to me…,CASSANDRA-15388,This test uses googleâĂŹs {{java-allocation-instrumenter}} agent to measure the workloads,,Technology solution,3:409 - 3:497,1,arjan
54:5,Mea-  surements using this agent are very accurate and pretty repeatab…,CASSANDRA-15388,"Mea-  surements using this agent are very accurate and pretty repeatable from run to run, with most  variance being negligible (1-2 bytes per partition), although workloads with larger but fewer par-  titions vary a bit more (still less that 0.03%).
The thinking behind this patch is that with compaction, weâĂŹre generally interested in the  memory allocated per partition, since garbage scales more or less linearly with the number of  partitions compacted. So measuring allocation from a small number of partitions that otherwise  represent real world use cases is a good enough approximation.
In addition to helping with compaction optimizations, this test could be used as a template for  future optimization work. This pattern could also be used to set allocation limits on workloads/-  operations and fail CI if the allocation behavior changes past some threshold.
",,Architectural solution benefits and drawbacks,3:500 - 3:1373,1,arjan
54:58,benedict,CASSANDRA-15388,benedict,,Comment,4:4 - 4:11,1,arjan
54:6,With absolutely no preconceived answer to this question on my part: ha…,CASSANDRA-15388,"With absolutely no preconceived answer to this question on my part: have you  considered and rejected JMH’s GC profler?
",,Technology solution,4:14 - 4:134,1,arjan
54:7,I’m unsure how the approaches compare with respect to sophistication (…,CASSANDRA-15388,"I’m unsure how the approaches compare with respect to sophistication (I haven’t looked  closely at how either underlying tool is implemented), but having played with it myself re-  cently, using jmh 1.22, it seems to produce exactly the numbers I would calculate manually  for small functions performing easily calculated allocations.
I only ask because it would hook into our (minimal) pre-existing benchmark workfows,  and produce throughput/latency data alongside. The latest version of jmh can even neatly  hook into perf counters to produce very sophisticated ancillary data to consider at the same  time, to weigh the pros/cons of a change (although it’s defnitely not as easy to explore as  a famegraph).
",,Architectural solution benefits and drawbacks,4:135 - 4:848,1,arjan
54:57,bdeggleston,CASSANDRA-15388,bdeggleston,,Comment,4:977 - 4:987,1,arjan
54:8,"Looking at the code for the GCProfler in jmh, it looks like the Thread…",CASSANDRA-15388,"Looking at the code for the GCProfler in jmh, it looks like the Thread-  MXBean is used to measure allocation.",,Technology solution,4:990 - 4:1099,1,arjan
54:9,"ThreadMXBean was one of the frst things I looked  at, and it wasnâĂŹt…",CASSANDRA-15388,"ThreadMXBean was one of the frst things I looked  at, and it wasnâĂŹt accurate enough, although it is available as an alternate measurement  method in these tests.
",,Architectural solution benefits and drawbacks,4:1101 - 4:1265,1,arjan
54:10,"AFAIK, ThreadMXBean uses TLAB overfows to approximate allocations",CASSANDRA-15388,"AFAIK, ThreadMXBean uses TLAB overfows to approximate allocations",,Technology solution,4:1266 - 4:1330,1,arjan
54:11,"with minimum  overhead,",CASSANDRA-15388,"with minimum  overhead,",,Architectural solution benefits and drawbacks,4:1332 - 4:1354,1,arjan
54:12,and the java allocation instrumenter actually invokes the measurement…,CASSANDRA-15388, and the java allocation instrumenter actually invokes the measurement method  anytime anything is allocated.,,Technology solution,4:1355 - 4:1463,1,arjan
54:13,"So itâĂŹs much slower, but super accurate, which is perfect  for this…",CASSANDRA-15388,"So itâĂŹs much slower, but super accurate, which is perfect  for this use case.
",,Architectural solution benefits and drawbacks,4:1465 - 4:1545,1,arjan
54:56,benedict,CASSANDRA-15388,benedict,,Comment,4:1549 - 4:1556,1,arjan
54:14,I wonder if it would be worth setting it up as a profler add-on for JM…,CASSANDRA-15388,I wonder if it would be worth setting it up as a profler add-on for JMH?,,"Architectural design configuration
Assumptions",4:1559 - 4:1630,2,arjan
54:15,It doesn’t _look_ like a super complicated API. _Absolutely not_  a de…,CASSANDRA-15388,"It doesn’t _look_ like a super complicated API. _Absolutely not_  a demand, just idle curiosity about how viable it might be.",,Architectural solution benefits and drawbacks,4:1753 - 4:1877,1,arjan
54:55,benedict,CASSANDRA-15388,benedict,,Comment,4:1883 - 4:1890,1,arjan
54:16,"The change LGTM, except a minor compilation breakage if the javaagent…",CASSANDRA-15388,"The change LGTM, except a minor compilation breakage if the javaagent isn’t  used.",,Architectural solution benefits and drawbacks,4:1893 - 4:1974,1,arjan
54:17,"It’s very much complementary with the work you’ve done, as it doesn’t…",CASSANDRA-15388,"It’s very much complementary with the work you’ve done, as it doesn’t track end-to-end  costs of compaction, only the isolated costs each of merge and deserialization (and not the  entire deserialization pipeline,",,Architectural design configuration,5:1 - 5:213,1,arjan
54:18,to keep it simple,CASSANDRA-15388,to keep it simple,,Architectural solution benefits and drawbacks,5:215 - 5:231,1,arjan
54:19,But I think it should capture the main  areas of expense and improveme…,CASSANDRA-15388,"But I think it should capture the main  areas of expense and improvement, and these tests have been informative in my other work  - certain data characteristics can lead to surprising results with a given approach.
",,"Architectural solution benefits and drawbacks
Assumptions",5:235 - 5:450,2,arjan
54:54,dcapwell,CASSANDRA-15388,dcapwell,,Comment,5:1349 - 5:1356,1,arjan
54:22,Personally would love,CASSANDRA-15388,Personally would love,,Architectural solution benefits and drawbacks,5:1359 - 5:1379,1,arjan
54:23,if test-memory target could go away in favor of testclasslist,CASSANDRA-15388, if test-memory target could go away in favor of testclasslist,,Architectural design configuration,5:1380 - 5:1441,1,arjan
54:24,so it matches the rest of CI.,CASSANDRA-15388,so it matches the rest of CI.,,Architectural solution benefits and drawbacks,5:1444 - 5:1472,1,arjan
54:25,"There is only one test right now so not a big issue, but something  th…",CASSANDRA-15388,"There is only one test right now so not a big issue, but something  that should change if ""enough"" tests get added.
",,Architectural design configuration,5:1474 - 5:1590,1,arjan
54:53,dcapwell,CASSANDRA-15388,dcapwell,,Comment,5:1695 - 5:1702,1,arjan
54:26,Sadly com.google.monitoring.runtime.instrumentation.AllocationRecorder…,CASSANDRA-15388,"Sadly com.google.monitoring.runtime.instrumentation.AllocationRecorder#getInstrumentation  is packaged protected,",,"Architectural solution benefits and drawbacks
Technology solution",5:1705 - 5:1817,2,arjan
54:28,would be great to use that to see,CASSANDRA-15388,would be great to use that to see,,Architectural solution benefits and drawbacks,5:1819 - 5:1851,1,arjan
54:27,if the agent is loaded.,CASSANDRA-15388," if the agent is loaded.
",,Technology solution,5:1852 - 5:1877,1,arjan
54:29,"To make make things clear, https://github.com/apache/cassandra/compare…",CASSANDRA-15388,"To make make things clear, https://github.com/apache/cassandra/compare/trunk...bdeggleston:15388#dif-  5d25f445e825fbeef166372877b810d1R140. it would be good if you did",,Architectural solution benefits and drawbacks,5:1878 - 5:2045,1,arjan
54:30,1 2  diff --git a/test/memory/org/apache/cassandra/db/compaction/  Com…,CASSANDRA-15388,"1 2  diff --git a/test/memory/org/apache/cassandra/db/compaction/  CompactionAllocationTest.java b/test/memory/org/apache/cassandra/db/compaction/  CompactionAllocationTest.java  3 4  index 6394b92e6d..53d11c9031 100644  5 6  --- a/test/memory/org/apache/cassandra/db/compaction/CompactionAllocationTest.java  7 8  +++ b/test/memory/org/apache/cassandra/db/compaction/CompactionAllocationTest.java  9  10 @@ -7  11 4,7 +74,7 @@ public class CompactionAllocationTest  12  13 private static final Logger logger = LoggerFactory.getLogger(  CompactionAllocationTest.class);  14  15 private static final ThreadMXBean threadMX = (ThreadMXBean) ManagementFactory.
getThreadMXBean();  16  17  18 - private static final boolean AGENT_MEASUREMENT = true;  19  20 + private static final boolean AGENT_MEASUREMENT = isAgentLoaded();  21  22  23 priva  24 te static final boolean PROFILING_READS = false;  25  26 private static final boolean PROFILING_COMPACTION = false;  27  28 @@ -153,6 +153,14 @@ public class CompactionAllocationTest  29  30 }  31  32 }  33  34  35 + private static boolean isAgentLoaded()  36  37 + {  38  39 + AgentMeasurement measurement = new AgentMeasurement();  40  41 + measurement.start();  42  43 + measurement.stop();  44  45 + return measureme  46 nt.objectsAllocated != 0 || measurement.bytesAllocated != 0;  47  48 + }  49  50 +  51  52 @BeforeClass  53  54 public static void setupClass() throws Throwable  55  56 {",,Architectural component behavior and structure,6:1 - 6:1439,1,arjan
54:31,This way we only use the agent if loaded.,CASSANDRA-15388,This way we only use the agent if loaded.,,Architectural solution benefits and drawbacks,7:1 - 7:41,1,arjan
54:32,Right now you don’t modify the IDE fles,CASSANDRA-15388,Right now you don’t modify the IDE fles,,Architectural component behavior and structure,7:43 - 7:81,1,arjan
54:33,so  if you run the test in any IDE it will always log that you allocat…,CASSANDRA-15388,so  if you run the test in any IDE it will always log that you allocated 0 bytes;,,Architectural solution benefits and drawbacks,7:84 - 7:164,1,arjan
54:34,with the patch  I posted it uses the thread mbean.,CASSANDRA-15388," with the patch  I posted it uses the thread mbean.
",,Architectural solution benefits and drawbacks,7:165 - 7:217,1,arjan
54:35,Make this overridable; a system properly would be fne,CASSANDRA-15388,Make this overridable; a system properly would be fne,,Architectural component behavior and structure,7:433 - 7:485,1,arjan
54:36,Why all the sleeps?,CASSANDRA-15388,Why all the sleeps?,,Architectural component behavior and structure,7:745 - 7:763,1,arjan
54:37,"e  Without:  1 2  INFO [main] 2020-02-14 16:24:20,357 CompactionAlloca…",CASSANDRA-15388,"e  Without:  1 2  INFO [main] 2020-02-14 16:24:20,357 CompactionAllocationTest.java:433 - ***  tinyNonOverlapping3 reads summary  3 4  INFO [main] 2020-02-14 16:24:20,357 CompactionAllocationTest.java:434 - 11592072  bytes, 4293 /read, 116490000 cpu  5 6  INFO [main] 2020-02-14 16:24:20,357 CompactionAllocationTest.java:435 - ***  tinyNonOverlapping3 compaction summary  7 8  INFO [main] 2020-02-14 16:24:20,35  9 7 CompactionAllocationTest.java:436 - 10893688 bytes, 4034 /partition, 4034 /row,  93812000 cpu  With:  1 2  INFO [main] 2020-02-14 16:25:17,491 CompactionAllocationTest.java:433 - ***  tinyNonOverlapping3 reads summary  3 4  INFO [main] 2020-02-14 16:25:17,491 CompactionAllocationTest.java:434 - 11589808  bytes, 4292 /read, 109551000 cpu  5 6  INFO [main] 2020-02-14 16:25:17,491 CompactionAllocationTest.java:435 - ***  tinyNonOverlapping3 compaction summary  6
7 8  INFO [main] 2020-02-14 16:25:17,49  9 1 CompactionAllocationTest.java:436 - 10893848 bytes, 4034 /partition, 4034 /row,  74584000 cpu  The only real change I see is in terms of CPU, which makes sense since you just track  total time (though implemented from mbean).
",,Architectural solution benefits and drawbacks,7:811 - 8:272,1,arjan
54:38,"Looks like you are trying to create a report, but targeting humans?",CASSANDRA-15388,"Looks like you are trying to create a report, but targeting humans?",,Architectural component behavior and structure,8:506 - 8:572,1,arjan
54:39,Can you move the  strings out of the logger and into something like St…,CASSANDRA-15388,Can you move the  strings out of the logger and into something like StringBuilder? Once you complete you can  add to the logger for now,,Architectural component behavior and structure,8:574 - 8:708,1,arjan
54:40,it would be nice,CASSANDRA-15388,it would be nice ,,Architectural solution benefits and drawbacks,8:812 - 8:828,1,arjan
54:41,if you asserted the bounds of memory allocated rather  than log.,CASSANDRA-15388,if you asserted the bounds of memory allocated rather  than log.,,Architectural component behavior and structure,8:829 - 8:892,1,arjan
54:52,bdeggleston,CASSANDRA-15388,bdeggleston,,Comment,8:899 - 8:909,1,arjan
54:42,This is basically some ad-hoc code intended as a tool to identify opti…,CASSANDRA-15388,"This is basically some ad-hoc code intended as a tool to identify optimization opportu-  nities, and quantify changes. It’s being contributed so the methodology can be reviewed, to  quantify / justify the changes in the other tickets, and so that it can be re-used / built upon  7
for later work. This is not meant to be in a state where it can be plugged into our ci process.
",,Architectural solution benefits and drawbacks,8:1350 - 9:97,1,arjan
54:43,I think that we _should_ have allocation measurement as part of a perf…,CASSANDRA-15388,"I think that we _should_ have allocation measurement as part of a performance test suite,",,"Architectural component behavior and structure
Assumptions",9:98 - 9:186,2,arjan
54:44,I also don’t think it’s a good use of time to start mak-  ing changes…,CASSANDRA-15388,"I also don’t think it’s a good use of time to start mak-  ing changes like these, because they’ll make it more awkward to use this test as currently  intended, and will probably just be re-written once we have a better idea of what we want  a performance test suite to do.
",,Architectural solution benefits and drawbacks,9:228 - 9:501,1,arjan
54:45,The ones when profling is to give you time to start and stop recording…,CASSANDRA-15388,"The ones when profling is to give you time to start and stop recording. The one after  compactions was to work around some issues with ending recording immediately after com-  pactions. The one at the end is for logging. When running the test in IntelliJ, the report  doesn’t always make it to the output without them.
",,Architectural solution benefits and drawbacks,9:539 - 9:858,1,arjan
54:51,dcapwell,CASSANDRA-15388,dcapwell,,Comment,9:863 - 9:870,1,arjan
54:46,"Sure, would be good for this to evolve over time but not a blocker for…",CASSANDRA-15388,"Sure, would be good for this to evolve over time but not a blocker for this.
",,Architectural solution benefits and drawbacks,9:958 - 9:1035,1,arjan
54:47,"New changes are fne, only nits really left",CASSANDRA-15388,"New changes are fne, only nits really left",,Architectural solution benefits and drawbacks,9:1036 - 9:1077,1,arjan
54:48,though would prefer isAgentLoaded,CASSANDRA-15388,though would prefer isAgentLoaded,,Architectural component behavior and structure,9:1080 - 9:1112,1,arjan
54:49,since logs are  too dense its easy to miss,CASSANDRA-15388, since logs are  too dense its easy to miss,,Architectural solution benefits and drawbacks,9:1113 - 9:1155,1,arjan
54:50,+1,CASSANDRA-15388,+1,,Architectural solution benefits and drawbacks,9:1159 - 9:1160,1,arjan
55:1,Add AssertJ test dependency,CASSANDRA-15631,Add AssertJ test dependency,,Technology solution,3:53 - 3:79,1,arjan
55:2,See [proposal|https://lists.apache.org/thread.html/rc562ec47578d0ae6f3…,CASSANDRA-15631,See [proposal|https://lists.apache.org/thread.html/rc562ec47578d0ae6f346ba9e3d7469c1cd3f8b521a72ddcb2accc47b%40%  The goal is to add [AssertJ|https://assertj.github.io/doc/] to the test framework,,Technology solution,3:99 - 3:293,1,arjan
55:3,to allow for  more comprehensible and easier to write tests.,CASSANDRA-15631,"to allow for  more comprehensible and easier to write tests.
",,Architectural solution benefits and drawbacks,3:295 - 3:356,1,arjan
55:35,jmckenzie,CASSANDRA-15631,jmckenzie,,Comment,3:440 - 3:448,1,arjan
55:4,I vote we add it as an option for 4.0.,CASSANDRA-15631,I vote we add it as an option for 4.0.,,Architectural design configuration,3:451 - 3:488,1,arjan
55:5,Basically zero risk afaict.,CASSANDRA-15631,"Basically zero risk afaict.
",,Architectural solution benefits and drawbacks,3:490 - 3:518,1,arjan
55:34,cscotta,CASSANDRA-15631,cscotta,,Comment,3:578 - 3:584,1,arjan
55:6,No concern from me âĂŞ though I’m also not a stakeholder. Discussion o…,CASSANDRA-15631, No concern from me âĂŞ though I’m also not a stakeholder. Discussion on the  dev list was supportive. ð§ŚŊ,,Architectural solution benefits and drawbacks,3:586 - 3:692,1,arjan
55:33,newkek,CASSANDRA-15631,newkek,,Comment,4:133 - 4:138,1,arjan
55:7,"As proposed on the ML, I added the test dependency",CASSANDRA-15631,"As proposed on the ML, I added the test dependency",,Technology solution,4:216 - 4:265,1,arjan
55:8,also went ahead and re-wrote  one randomly chosen test to show some ex…,CASSANDRA-15631,"also went ahead and re-wrote  one randomly chosen test to show some examples of what a full test written with AssertJ  assertions would look like. Also included a custom assertions to show it helps with under-  standing more clearly intent of tests.
",,Architectural component behavior and structure,4:271 - 4:521,1,arjan
55:32,dcapwell,CASSANDRA-15631,dcapwell,,Comment,4:525 - 4:532,1,arjan
55:9,Did a frst pass and overall LGTM;,CASSANDRA-15631,Did a frst pass and overall LGTM;,,Architectural solution benefits and drawbacks,4:535 - 4:567,1,arjan
55:16,"3.15 is out, maybe use that?",CASSANDRA-15631,"3.15 is out, maybe use that?
",,Technology solution,4:717 - 4:746,1,arjan
55:10,"It slightly  changes the original test behavior; I don’t mind, but it…",CASSANDRA-15631," It slightly  changes the original test behavior; I don’t mind, but it is a semantic diference.
",,Architectural solution benefits and drawbacks,4:911 - 4:1007,1,arjan
55:11,should we change the assert message to be more  clear?,CASSANDRA-15631,should we change the assert message to be more  clear?,,Architectural component behavior and structure,4:1284 - 4:1337,1,arjan
55:12,This will only print out the numbers,CASSANDRA-15631,This will only print out the numbers,,Architectural component behavior and structure,4:1339 - 4:1374,1,arjan
55:13,e to comment that they are object  sizes.,CASSANDRA-15631,"e to comment that they are object  sizes.
",,Architectural solution benefits and drawbacks,4:1387 - 4:1429,1,arjan
55:14,to comment that they are object  sizes.,CASSANDRA-15631,"to comment that they are object  sizes.
",,Architectural component behavior and structure,4:1389 - 4:1429,1,arjan
55:31,newkek,CASSANDRA-15631,newkek,,Comment,4:1520 - 4:1525,1,arjan
55:15,I put the AssertJ dependency to 3.15.,CASSANDRA-15631,"I put the AssertJ dependency to 3.15.
",,Technology solution,4:1711 - 4:1749,1,arjan
55:17,"Right, I had rounded because {{measureDeep()}} returns a long and the…",CASSANDRA-15631,"Right, I had rounded because {{measureDeep()}} returns a long and the signature of {{is-  LessThan()}} doesn’t allow for a double",,Architectural solution benefits and drawbacks,4:1897 - 4:2025,1,arjan
55:18,but instead I should change the compared value to  a double,CASSANDRA-15631,but instead I should change the compared value to  a double,,Architectural component behavior and structure,4:2028 - 4:2086,1,arjan
55:19,so I don’t have to round.,CASSANDRA-15631,"so I don’t have to round.
",,Architectural solution benefits and drawbacks,4:2088 - 4:2114,1,arjan
55:20,Not sure which assert you were referring to since the code has changed…,CASSANDRA-15631,"Not sure which assert you were referring to since the code has changed since your com-  ment, but tracing back to the line number you linked on trunk points to the assert on {{ses-  sion.getSyncingTasks().size()}}. In my branch it was changed to {{assertThat(session.getSyncingTasks()).isEmpty()  so the functionality should be equivalent",,Architectural component behavior and structure,5:1 - 5:338,1,arjan
55:21,"Makes sense, will change that.",CASSANDRA-15631,"Makes sense, will change that.
",,Architectural solution benefits and drawbacks,5:560 - 5:591,1,arjan
55:22,"For CI, you can see the runs at https://app.circleci.com/pipelines/git…",CASSANDRA-15631,"For CI, you can see the runs at https://app.circleci.com/pipelines/github/newkek/cassandra?branch=15631-  trunk . Latest run (#17) had a failure that didn’t seem related to these changes, and the  test passed when I ran it locally.
",,Architectural solution benefits and drawbacks,5:592 - 5:824,1,arjan
55:30,dcapwell,CASSANDRA-15631,dcapwell,,Comment,5:1039 - 5:1046,1,arjan
55:23,LGTM.,CASSANDRA-15631,"LGTM.
",,Architectural solution benefits and drawbacks,5:1463 - 5:1469,1,arjan
55:24,For the most part LGTM. I would +1 but I want to look closer at the Ju…,CASSANDRA-15631,For the most part LGTM. I would +1 but I want to look closer at the Junit 5 thing,,Architectural solution benefits and drawbacks,5:1645 - 5:1725,1,arjan
55:29,newkek,CASSANDRA-15631,newkek,,Comment,6:5 - 6:10,1,arjan
55:25,It seems a transitive dependency is trying to be pulled from maven via…,CASSANDRA-15631,"It seems a transitive dependency is trying to be pulled from maven via http and not https,  and consequently it canâĂŹt because of new norms maven repo doesnâĂŹt support HTTP  anymore.
",,Motivation of design issue,6:93 - 6:278,1,arjan
55:26,"I.e. I have added the assertj-core dependency, and its parent, assertj…",CASSANDRA-15631,"I.e. I have added the assertj-core dependency, and its parent, assertj-parent-pom is try-  ing to pull a dependency, but ant is trying to pull it via http.
It seems to be related to whatâĂŹs described in here: https://clutcher.github.io/post/hybris/maven_central_reposi  Starting from January 15, 2020 maven central repository is not supporting  access via http://repo1.maven.org/maven2 due to security reasons. Unfortunately  under the hood hybris uses ant-maven-task, which is not maintained since  2011 and has hardcoded link to http version of maven central.
Without the explicit dependency we get an error like:  /Users/kevingallardo/Documents/workspace/cassandra-trunk/build.xml:905:  Unable to resolve artifact: Unable to get dependency information: Unable  to read the metadata file for artifact ’org.assertj:assertj-core:jar’:  POM ’org.junit:junit-bom’ not found in repository: Unable to download  the artifact from any repository  org.junit:junit-bom:pom:5.6.0  from the specified remote repositories:  central (http://repo1.maven.org/maven2)  for project org.junit:junit-bom  5
org.assertj:assertj-core:jar:3.15.0  from the specified remote repositories:  apache (https://repo.maven.apache.org/maven2),  central (https://repo1.maven.org/maven2)  Path to dependency:  1) org.apache.cassandra:cassandra-test-deps:jar:4.0-alpha4-SNAPSHOT",,Motivation of design issue,6:279 - 7:256,1,arjan
55:28,dcapwell,CASSANDRA-15631,dcapwell,,Comment,7:263 - 7:270,1,arjan
55:27,LGTM +1,CASSANDRA-15631,LGTM +1,,Architectural solution benefits and drawbacks,7:470 - 7:476,1,arjan
56:1,Add bytebuddy support for in-jvm dtests,CASSANDRA-15851,Add bytebuddy support for in-jvm dtests,,Technology solution,3:53 - 3:91,1,arjan
56:2,"Old python dtests support byteman, but that is quite horrible to work…",CASSANDRA-15851,"Old python dtests support byteman, but that is quite horrible to work with,",,Technical debt,3:111 - 3:185,1,arjan
56:3,"[bytebuddy|https://bytebuddy.net/#/]  is much better,",CASSANDRA-15851,"[bytebuddy|https://bytebuddy.net/#/]  is much better,",,Architectural solution benefits and drawbacks,3:187 - 3:239,1,arjan
56:4,so we should add support for that in the in-jvm dtests.,CASSANDRA-15851,"so we should add support for that in the in-jvm dtests.
",,Technology solution,3:241 - 3:297,1,arjan
56:12,marcuse,CASSANDRA-15851,marcuse,,Comment,3:381 - 3:387,1,arjan
56:7,dtest-api PR (already merged): https://github.com/apache/cassandra-in-…,CASSANDRA-15851,dtest-api PR (already merged): https://github.com/apache/cassandra-in-jvm-  dtest-api/pull/11,,Architectural design configuration,3:390 - 3:482,1,arjan
56:5,this gives us access to the class loader before any classes have been…,CASSANDRA-15851,this gives us access to the class loader before any classes have been  loaded.,,Architectural solution benefits and drawbacks,3:486 - 3:563,1,arjan
56:6,this includes  changes to download snapshots from repository.apache.or…,CASSANDRA-15851,this includes  changes to download snapshots from repository.apache.org which we probably should drop  once we have dtest-api 0.0.3 released,,"Architectural design configuration
Assumptions",3:671 - 3:810,2,arjan
56:11,dcapwell,CASSANDRA-15851,dcapwell,,Comment,3:816 - 3:823,1,arjan
56:8,"Overall LGTM, only a small thing; +1",CASSANDRA-15851,"Overall LGTM, only a small thing; +1",,Architectural solution benefits and drawbacks,3:1076 - 3:1111,1,arjan
56:10,dcapwell,CASSANDRA-15851,dcapwell,,Comment,5:4 - 5:11,1,arjan
56:9,"Patches LGTM, +1 to them",CASSANDRA-15851,"Patches LGTM, +1 to them",,Architectural solution benefits and drawbacks,5:14 - 5:37,1,arjan
57:1,Deprecate Pig support in 2.2 and remove it in 3.0,CASSANDRA-10542,Deprecate Pig support in 2.2 and remove it in 3.0,,Technology solution,3:53 - 3:101,1,arjan
57:2,"Nobody’s currently responsible for Pig code. As a result, there is nob…",CASSANDRA-10542,"Nobody’s currently responsible for Pig code. As a result, there is nobody to fx the issues, or  even fx the failing tests (of which we unfortunately have plenty). Those tests take time to run,  constantly hang, and fail with cryptic errors that we don’t know how to fx and don’t have enough  resources to investigate.
",,Architectural solution benefits and drawbacks,3:121 - 3:439,1,arjan
57:3,Thus I propose we deprecate Pig support in 2.2 and remove it in 3.0.,CASSANDRA-10542,"Thus I propose we deprecate Pig support in 2.2 and remove it in 3.0.
",,Technology solution,3:440 - 3:509,1,arjan
57:6,slebresne,CASSANDRA-10542,slebresne,,Comment,3:613 - 3:621,1,arjan
57:4,I agree. No one in the core maintainers has any expertise of Pig itsel…,CASSANDRA-10542," I agree. No one in the core maintainers has any expertise of Pig itself and our  Pig code in particular, and no one else has step up to maintain that code properly. And  it’s something that can totally live outside of the main project if others have willingness to  maintain it.
",,Architectural solution benefits and drawbacks,3:623 - 3:903,1,arjan
57:7,slebresne,CASSANDRA-10542,slebresne,,Comment,3:1040 - 3:1048,1,arjan
57:5,"Assuming nothing breaks in the unit test (for the 3.0 patch), +1 to bo…",CASSANDRA-10542,"Assuming nothing breaks in the unit test (for the 3.0 patch), +1 to both patches.
",,Architectural solution benefits and drawbacks,3:1051 - 3:1133,1,arjan
58:1,GraphiteReporter does not reconnect if graphite restarts,CASSANDRA-12924,GraphiteReporter does not reconnect if graphite restarts,,Run-time quality issues,3:53 - 3:108,1,arjan
58:2,Seems like GraphiteReporter does not reconnect after graphite is resta…,CASSANDRA-12924,Seems like GraphiteReporter does not reconnect after graphite is restarted. The consequence is  complete loss of reported metrics until Cassandra restarts. Logs show this every minute:,,Run-time quality issues,3:128 - 3:311,1,arjan
58:30,cnlwsu,CASSANDRA-12924,cnlwsu,,Comment,5:116 - 5:121,1,arjan
58:3,"This is part of metrics not Cassandra, it has ticket/fx here:  https:/…",CASSANDRA-12924,"This is part of metrics not Cassandra, it has ticket/fx here:  https://github.com/dropwizard/metrics/issues/694",,Technology solution,5:124 - 5:234,1,arjan
58:4,"We are using 3.1.0,",CASSANDRA-12924,"We are using 3.1.0,",,Existing system architecture description,5:237 - 5:255,1,arjan
58:5,whenever its updated,CASSANDRA-12924,whenever its updated,,Technology solution,5:257 - 5:276,1,arjan
58:6,it should fx the problem.,CASSANDRA-12924,"it should fx the problem.
",,Architectural solution benefits and drawbacks,5:278 - 5:304,1,arjan
58:29,ostefano,CASSANDRA-12924,ostefano,,Comment,5:308 - 5:315,1,arjan
58:7,Would it be ok to mix minor versions?,CASSANDRA-12924,"Would it be ok to mix minor versions?
",,"Architectural design configuration
Assumptions",5:318 - 5:356,2,arjan
58:8,"In other words, C* provides metrics-core 3.1.0 while metrics-graphite…",CASSANDRA-12924,"In other words, C* provides metrics-core 3.1.0 while metrics-graphite needs to be included  by the user.Could I just deploy metrics-graphite 3.1.2 ",,Architectural design configuration,5:357 - 5:503,1,arjan
58:10,metrics-core 3.1.0,CASSANDRA-12924,metrics-core 3.1.0 ,,Technology solution,5:385 - 5:403,1,arjan
58:11,metrics-graphite 3.1.2,CASSANDRA-12924,metrics-graphite 3.1.2,,Technology solution,5:481 - 5:502,1,arjan
58:9,"fx the problem, right?",CASSANDRA-12924,"fx the problem, right?
",,"Architectural solution benefits and drawbacks
Assumptions",5:508 - 5:531,2,arjan
58:28,andres.march@gmail.com,CASSANDRA-12924,andres.march@gmail.com,,Comment,5:535 - 5:556,1,arjan
